"","mature_mirna_id","target_symbol"
"14573","hsa-miR-182-5p","WNK1"
"14575","hsa-miR-182-5p","WWP1"
"14577","hsa-miR-182-5p","XPO1"
"14578","hsa-miR-182-5p","XRCC4"
"14579","hsa-miR-182-5p","XRN2"
"14580","hsa-miR-182-5p","YOD1"
"14581","hsa-miR-182-5p","ZBTB20"
"14582","hsa-miR-182-5p","ZBTB24"
"14583","hsa-miR-182-5p","ZBTB34"
"14584","hsa-miR-182-5p","ZBTB40"
"14587","hsa-miR-182-5p","ZCCHC8"
"14588","hsa-miR-182-5p","ZDHHC15"
"14589","hsa-miR-182-5p","ZEB2"
"14590","hsa-miR-182-5p","ZFAND3"
"14591","hsa-miR-182-5p","ZFHX4"
"14593","hsa-miR-182-5p","ZFP36"
"14594","hsa-miR-182-5p","ZFP36L2"
"14595","hsa-miR-182-5p","ZHX3"
"14596","hsa-miR-182-5p","ZIC2"
"14597","hsa-miR-182-5p","ZIC3"
"14598","hsa-miR-182-5p","ZMAT3"
"14599","hsa-miR-182-5p","ZMYM4"
"14600","hsa-miR-182-5p","ZNF148"
"14601","hsa-miR-182-5p","ZNF189"
"14602","hsa-miR-182-5p","ZNF208"
"14603","hsa-miR-182-5p","ZNF23"
"14604","hsa-miR-182-5p","ZNF24"
"14605","hsa-miR-182-5p","ZNF367"
"14606","hsa-miR-182-5p","ZNF398"
"14607","hsa-miR-182-5p","ZNF496"
"14608","hsa-miR-182-5p","ZNF57"
"14609","hsa-miR-182-5p","ZNF644"
"14610","hsa-miR-182-5p","ZNF721"
"14611","hsa-miR-182-5p","ZNF780A"
"14612","hsa-miR-182-5p","ZNF792"
"14613","hsa-miR-182-5p","ZNRF3"
"14615","hsa-miR-182-5p","ZYG11B"
"41088","hsa-miR-182-5p","AADAC"
"41089","hsa-miR-182-5p","AAR2"
"41090","hsa-miR-182-5p","AASDH"
"41091","hsa-miR-182-5p","ABAT"
"41094","hsa-miR-182-5p","ABCB11"
"41095","hsa-miR-182-5p","ABCF1"
"41096","hsa-miR-182-5p","ABHD17C"
"41098","hsa-miR-182-5p","ABI2"
"41099","hsa-miR-182-5p","ABI3BP"
"41103","hsa-miR-182-5p","ABRACL"
"41104","hsa-miR-182-5p","ABRAXAS1"
"41105","hsa-miR-182-5p","ABRAXAS2"
"41106","hsa-miR-182-5p","ABT1"
"41108","hsa-miR-182-5p","AC005261.1"
"41109","hsa-miR-182-5p","AC008393.1"
"41110","hsa-miR-182-5p","AC009336.1"
"41111","hsa-miR-182-5p","AC092279.1"
"41112","hsa-miR-182-5p","AC118549.1"
"41113","hsa-miR-182-5p","ACACA"
"41115","hsa-miR-182-5p","ACBD3"
"41117","hsa-miR-182-5p","ACKR1"
"41118","hsa-miR-182-5p","ACKR3"
"41119","hsa-miR-182-5p","ACLY"
"41124","hsa-miR-182-5p","ACP4"
"41128","hsa-miR-182-5p","ACSL3"
"41130","hsa-miR-182-5p","ACTG2"
"41131","hsa-miR-182-5p","ACTL6B"
"41132","hsa-miR-182-5p","ACTL7A"
"41133","hsa-miR-182-5p","ACTL8"
"41134","hsa-miR-182-5p","ACTL9"
"41135","hsa-miR-182-5p","ACTN4"
"41137","hsa-miR-182-5p","ACTR1A"
"41138","hsa-miR-182-5p","ACTR3"
"41140","hsa-miR-182-5p","ADAL"
"41141","hsa-miR-182-5p","ADAM12"
"41144","hsa-miR-182-5p","ADAMTS1"
"41145","hsa-miR-182-5p","ADAMTS3"
"41146","hsa-miR-182-5p","ADARB1"
"41147","hsa-miR-182-5p","ADAT1"
"41149","hsa-miR-182-5p","ADCK1"
"41152","hsa-miR-182-5p","ADGRL1"
"41153","hsa-miR-182-5p","ADGRL3"
"41154","hsa-miR-182-5p","ADGRL4"
"41157","hsa-miR-182-5p","ADIPOR1"
"41158","hsa-miR-182-5p","ADNP"
"41159","hsa-miR-182-5p","ADORA2B"
"41160","hsa-miR-182-5p","ADPGK"
"41164","hsa-miR-182-5p","ADRM1"
"41165","hsa-miR-182-5p","ADSS2"
"41167","hsa-miR-182-5p","AFF1"
"41169","hsa-miR-182-5p","AFTPH"
"41170","hsa-miR-182-5p","AGA"
"41171","hsa-miR-182-5p","AGAP4"
"41173","hsa-miR-182-5p","AGGF1"
"41175","hsa-miR-182-5p","AGO3"
"41177","hsa-miR-182-5p","AGPAT1"
"41178","hsa-miR-182-5p","AGPAT2"
"41180","hsa-miR-182-5p","AGTPBP1"
"41181","hsa-miR-182-5p","AGXT2"
"41182","hsa-miR-182-5p","AHCTF1"
"41183","hsa-miR-182-5p","AHDC1"
"41184","hsa-miR-182-5p","AHSA1"
"41185","hsa-miR-182-5p","AHSA2P"
"41186","hsa-miR-182-5p","AIF1"
"41187","hsa-miR-182-5p","AIF1L"
"41189","hsa-miR-182-5p","AIMP1"
"41190","hsa-miR-182-5p","AKAP10"
"41191","hsa-miR-182-5p","AKAP12"
"41192","hsa-miR-182-5p","AKAP13"
"41194","hsa-miR-182-5p","AKAP9"
"41198","hsa-miR-182-5p","AKT1"
"41199","hsa-miR-182-5p","AKT3"
"41200","hsa-miR-182-5p","AL121758.1"
"41202","hsa-miR-182-5p","AL355149.1"
"41203","hsa-miR-182-5p","ALB"
"41204","hsa-miR-182-5p","ALDH18A1"
"41206","hsa-miR-182-5p","ALDH1A3"
"41208","hsa-miR-182-5p","ALDH1L1"
"41209","hsa-miR-182-5p","ALDH3A2"
"41211","hsa-miR-182-5p","ALDOA"
"41213","hsa-miR-182-5p","ALK"
"41215","hsa-miR-182-5p","ALMS1"
"41216","hsa-miR-182-5p","ALOX15B"
"41217","hsa-miR-182-5p","ALX1"
"41220","hsa-miR-182-5p","AMMECR1"
"41223","hsa-miR-182-5p","ANAPC1"
"41225","hsa-miR-182-5p","ANAPC5"
"41228","hsa-miR-182-5p","ANGPTL7"
"41229","hsa-miR-182-5p","ANGPTL8"
"41231","hsa-miR-182-5p","ANK2"
"41233","hsa-miR-182-5p","ANKFY1"
"41235","hsa-miR-182-5p","ANKRD12"
"41238","hsa-miR-182-5p","ANKRD26"
"41240","hsa-miR-182-5p","ANKRD36"
"41241","hsa-miR-182-5p","ANKRD36B"
"41242","hsa-miR-182-5p","ANKRD45"
"41243","hsa-miR-182-5p","ANKRD46"
"41245","hsa-miR-182-5p","ANKRD50"
"41247","hsa-miR-182-5p","ANKRD62"
"41249","hsa-miR-182-5p","ANO6"
"41250","hsa-miR-182-5p","ANP32A"
"41251","hsa-miR-182-5p","ANP32E"
"41253","hsa-miR-182-5p","ANXA2"
"41254","hsa-miR-182-5p","ANXA5"
"41255","hsa-miR-182-5p","ANXA7"
"41256","hsa-miR-182-5p","AP1B1"
"41257","hsa-miR-182-5p","AP1G1"
"41260","hsa-miR-182-5p","AP2M1"
"41262","hsa-miR-182-5p","AP3D1"
"41263","hsa-miR-182-5p","AP3S1"
"41264","hsa-miR-182-5p","AP5M1"
"41266","hsa-miR-182-5p","APCS"
"41267","hsa-miR-182-5p","APELA"
"41268","hsa-miR-182-5p","APIP"
"41271","hsa-miR-182-5p","APLNR"
"41272","hsa-miR-182-5p","APOA1"
"41273","hsa-miR-182-5p","APOA2"
"41274","hsa-miR-182-5p","APOD"
"41275","hsa-miR-182-5p","APOH"
"41276","hsa-miR-182-5p","APOL5"
"41277","hsa-miR-182-5p","APOM"
"41278","hsa-miR-182-5p","APOOL"
"41279","hsa-miR-182-5p","APTX"
"41280","hsa-miR-182-5p","AQP3"
"41281","hsa-miR-182-5p","AQP5"
"41282","hsa-miR-182-5p","AQP8"
"41283","hsa-miR-182-5p","AR"
"41284","hsa-miR-182-5p","ARFGEF2"
"41285","hsa-miR-182-5p","ARFGEF3"
"41286","hsa-miR-182-5p","ARFIP1"
"41287","hsa-miR-182-5p","ARGLU1"
"41288","hsa-miR-182-5p","ARHGAP19"
"41289","hsa-miR-182-5p","ARHGAP32"
"41292","hsa-miR-182-5p","ARHGEF37"
"41293","hsa-miR-182-5p","ARHGEF38"
"41295","hsa-miR-182-5p","ARL1"
"41297","hsa-miR-182-5p","ARL13B"
"41298","hsa-miR-182-5p","ARL14EP"
"41299","hsa-miR-182-5p","ARL2"
"41300","hsa-miR-182-5p","ARL5A"
"41302","hsa-miR-182-5p","ARMC6"
"41303","hsa-miR-182-5p","ARMCX1"
"41304","hsa-miR-182-5p","ARMCX3"
"41306","hsa-miR-182-5p","ARNT2"
"41309","hsa-miR-182-5p","ARPC3"
"41310","hsa-miR-182-5p","ARPC4"
"41311","hsa-miR-182-5p","ARPP19"
"41312","hsa-miR-182-5p","ARSF"
"41313","hsa-miR-182-5p","ARSK"
"41317","hsa-miR-182-5p","ASB15"
"41318","hsa-miR-182-5p","ASB16"
"41321","hsa-miR-182-5p","ASCC3"
"41322","hsa-miR-182-5p","ASCL3"
"41323","hsa-miR-182-5p","ASH1L"
"41324","hsa-miR-182-5p","ASIC4"
"41326","hsa-miR-182-5p","ASPM"
"41328","hsa-miR-182-5p","ASXL1"
"41329","hsa-miR-182-5p","ASXL2"
"41330","hsa-miR-182-5p","ASXL3"
"41331","hsa-miR-182-5p","ATAD1"
"41332","hsa-miR-182-5p","ATAD2"
"41333","hsa-miR-182-5p","ATAD5"
"41334","hsa-miR-182-5p","ATCAY"
"41335","hsa-miR-182-5p","ATF3"
"41336","hsa-miR-182-5p","ATF4"
"41338","hsa-miR-182-5p","ATG101"
"41342","hsa-miR-182-5p","ATG3"
"41343","hsa-miR-182-5p","ATG5"
"41345","hsa-miR-182-5p","ATMIN"
"41346","hsa-miR-182-5p","ATN1"
"41347","hsa-miR-182-5p","ATP1A1"
"41349","hsa-miR-182-5p","ATP1A4"
"41351","hsa-miR-182-5p","ATP2B1"
"41353","hsa-miR-182-5p","ATP5F1C"
"41354","hsa-miR-182-5p","ATP5IF1"
"41356","hsa-miR-182-5p","ATP5MC3"
"41357","hsa-miR-182-5p","ATP5MD"
"41358","hsa-miR-182-5p","ATP5PD"
"41360","hsa-miR-182-5p","ATP6V0D2"
"41361","hsa-miR-182-5p","ATP6V1B2"
"41362","hsa-miR-182-5p","ATP6V1D"
"41364","hsa-miR-182-5p","ATP8A2"
"41367","hsa-miR-182-5p","ATXN2"
"41369","hsa-miR-182-5p","ATXN7L3"
"41370","hsa-miR-182-5p","AUNIP"
"41371","hsa-miR-182-5p","AVIL"
"41372","hsa-miR-182-5p","B3GALNT2"
"41373","hsa-miR-182-5p","B3GALT6"
"41374","hsa-miR-182-5p","B3GNT9"
"41375","hsa-miR-182-5p","B4GALT3"
"41376","hsa-miR-182-5p","B4GALT5"
"41377","hsa-miR-182-5p","B4GALT6"
"41379","hsa-miR-182-5p","BAAT"
"41380","hsa-miR-182-5p","BABAM1"
"41381","hsa-miR-182-5p","BABAM2"
"41382","hsa-miR-182-5p","BAG5"
"41383","hsa-miR-182-5p","BAK1"
"41384","hsa-miR-182-5p","BASP1"
"41385","hsa-miR-182-5p","BAX"
"41386","hsa-miR-182-5p","BAZ1A"
"41387","hsa-miR-182-5p","BAZ1B"
"41388","hsa-miR-182-5p","BBS10"
"41389","hsa-miR-182-5p","BBS2"
"41390","hsa-miR-182-5p","BBS4"
"41391","hsa-miR-182-5p","BBS7"
"41392","hsa-miR-182-5p","BBX"
"41394","hsa-miR-182-5p","BCKDHB"
"41397","hsa-miR-182-5p","BCL2L11"
"41398","hsa-miR-182-5p","BCL9L"
"41399","hsa-miR-182-5p","BCLAF3"
"41401","hsa-miR-182-5p","BCOR"
"41402","hsa-miR-182-5p","BCORL1"
"41404","hsa-miR-182-5p","BEND3"
"41406","hsa-miR-182-5p","BET1"
"41407","hsa-miR-182-5p","BEX4"
"41409","hsa-miR-182-5p","BHLHE40"
"41410","hsa-miR-182-5p","BHMT"
"41411","hsa-miR-182-5p","BICC1"
"41412","hsa-miR-182-5p","BICRA"
"41413","hsa-miR-182-5p","BICRAL"
"41414","hsa-miR-182-5p","BIK"
"41415","hsa-miR-182-5p","BIN2"
"41416","hsa-miR-182-5p","BIRC2"
"41417","hsa-miR-182-5p","BIRC5"
"41419","hsa-miR-182-5p","BLCAP"
"41421","hsa-miR-182-5p","BLOC1S6"
"41422","hsa-miR-182-5p","BLVRA"
"41424","hsa-miR-182-5p","BMP10"
"41425","hsa-miR-182-5p","BMP2"
"41427","hsa-miR-182-5p","BMP5"
"41429","hsa-miR-182-5p","BMP8B"
"41430","hsa-miR-182-5p","BMPER"
"41431","hsa-miR-182-5p","BMPR1A"
"41432","hsa-miR-182-5p","BMPR2"
"41434","hsa-miR-182-5p","BOC"
"41435","hsa-miR-182-5p","BORA"
"41436","hsa-miR-182-5p","BORCS5"
"41438","hsa-miR-182-5p","BPIFA1"
"41443","hsa-miR-182-5p","BPY2B"
"41448","hsa-miR-182-5p","BRAF"
"41449","hsa-miR-182-5p","BRD1"
"41450","hsa-miR-182-5p","BRD2"
"41451","hsa-miR-182-5p","BRD3"
"41452","hsa-miR-182-5p","BRF2"
"41453","hsa-miR-182-5p","BRI3"
"41454","hsa-miR-182-5p","BRIX1"
"41455","hsa-miR-182-5p","BSDC1"
"41456","hsa-miR-182-5p","BST2"
"41457","hsa-miR-182-5p","BTAF1"
"41458","hsa-miR-182-5p","BTBD10"
"41459","hsa-miR-182-5p","BTBD3"
"41460","hsa-miR-182-5p","BTBD7"
"41462","hsa-miR-182-5p","BTG2"
"41463","hsa-miR-182-5p","BTN3A3"
"41466","hsa-miR-182-5p","BX284668.1"
"41473","hsa-miR-182-5p","C11orf54"
"41474","hsa-miR-182-5p","C11orf80"
"41476","hsa-miR-182-5p","C12orf43"
"41478","hsa-miR-182-5p","C12orf57"
"41480","hsa-miR-182-5p","C12orf66"
"41482","hsa-miR-182-5p","C15orf39"
"41484","hsa-miR-182-5p","C15orf48"
"41486","hsa-miR-182-5p","C16orf71"
"41490","hsa-miR-182-5p","C17orf50"
"41493","hsa-miR-182-5p","C18orf54"
"41494","hsa-miR-182-5p","C19orf12"
"41496","hsa-miR-182-5p","C19orf33"
"41498","hsa-miR-182-5p","C19orf84"
"41501","hsa-miR-182-5p","C1orf105"
"41502","hsa-miR-182-5p","C1orf109"
"41505","hsa-miR-182-5p","C1orf180"
"41507","hsa-miR-182-5p","C1orf43"
"41509","hsa-miR-182-5p","C1orf68"
"41511","hsa-miR-182-5p","C1QA"
"41514","hsa-miR-182-5p","C22orf15"
"41516","hsa-miR-182-5p","C2CD3"
"41517","hsa-miR-182-5p","C2CD4C"
"41518","hsa-miR-182-5p","C2orf16"
"41519","hsa-miR-182-5p","C2orf49"
"41520","hsa-miR-182-5p","C2orf50"
"41524","hsa-miR-182-5p","C3"
"41528","hsa-miR-182-5p","C4BPA"
"41532","hsa-miR-182-5p","C5orf24"
"41534","hsa-miR-182-5p","C5orf55"
"41537","hsa-miR-182-5p","C6"
"41539","hsa-miR-182-5p","C6orf10"
"41547","hsa-miR-182-5p","C6orf120"
"41548","hsa-miR-182-5p","C6orf136"
"41549","hsa-miR-182-5p","C6orf141"
"41551","hsa-miR-182-5p","C6orf15"
"41552","hsa-miR-182-5p","C6orf62"
"41553","hsa-miR-182-5p","C7orf25"
"41554","hsa-miR-182-5p","C7orf26"
"41556","hsa-miR-182-5p","C8B"
"41559","hsa-miR-182-5p","C8orf88"
"41563","hsa-miR-182-5p","CA1"
"41564","hsa-miR-182-5p","CA12"
"41565","hsa-miR-182-5p","CA14"
"41566","hsa-miR-182-5p","CA7"
"41568","hsa-miR-182-5p","CABLES2"
"41569","hsa-miR-182-5p","CABP4"
"41570","hsa-miR-182-5p","CACNA1F"
"41574","hsa-miR-182-5p","CACUL1"
"41577","hsa-miR-182-5p","CAMK1"
"41578","hsa-miR-182-5p","CAMK1D"
"41580","hsa-miR-182-5p","CAMK4"
"41581","hsa-miR-182-5p","CAND1"
"41582","hsa-miR-182-5p","CANX"
"41585","hsa-miR-182-5p","CAPN7"
"41586","hsa-miR-182-5p","CAPNS1"
"41587","hsa-miR-182-5p","CAPZB"
"41588","hsa-miR-182-5p","CARD19"
"41589","hsa-miR-182-5p","CARD8"
"41591","hsa-miR-182-5p","CARNS1"
"41593","hsa-miR-182-5p","CASP3"
"41594","hsa-miR-182-5p","CASP8AP2"
"41595","hsa-miR-182-5p","CASQ2"
"41596","hsa-miR-182-5p","CASTOR2"
"41597","hsa-miR-182-5p","CAT"
"41599","hsa-miR-182-5p","CBFA2T2"
"41600","hsa-miR-182-5p","CBLB"
"41602","hsa-miR-182-5p","CBS"
"41603","hsa-miR-182-5p","CBX3"
"41606","hsa-miR-182-5p","CCAR1"
"41608","hsa-miR-182-5p","CCDC102B"
"41609","hsa-miR-182-5p","CCDC113"
"41614","hsa-miR-182-5p","CCDC15"
"41617","hsa-miR-182-5p","CCDC181"
"41618","hsa-miR-182-5p","CCDC25"
"41619","hsa-miR-182-5p","CCDC28A"
"41620","hsa-miR-182-5p","CCDC3"
"41623","hsa-miR-182-5p","CCDC39"
"41625","hsa-miR-182-5p","CCDC6"
"41626","hsa-miR-182-5p","CCDC60"
"41627","hsa-miR-182-5p","CCDC66"
"41628","hsa-miR-182-5p","CCDC67"
"41629","hsa-miR-182-5p","CCDC7"
"41631","hsa-miR-182-5p","CCDC82"
"41632","hsa-miR-182-5p","CCDC91"
"41633","hsa-miR-182-5p","CCDC97"
"41634","hsa-miR-182-5p","CCL2"
"41635","hsa-miR-182-5p","CCL21"
"41636","hsa-miR-182-5p","CCL22"
"41637","hsa-miR-182-5p","CCL3"
"41643","hsa-miR-182-5p","CCL4"
"41644","hsa-miR-182-5p","CCNB3"
"41645","hsa-miR-182-5p","CCND1"
"41646","hsa-miR-182-5p","CCNE1"
"41647","hsa-miR-182-5p","CCNG1"
"41648","hsa-miR-182-5p","CCNI"
"41650","hsa-miR-182-5p","CCNK"
"41651","hsa-miR-182-5p","CCNL2"
"41652","hsa-miR-182-5p","CCNQ"
"41653","hsa-miR-182-5p","CCNYL1"
"41654","hsa-miR-182-5p","CCP110"
"41655","hsa-miR-182-5p","CCR7"
"41656","hsa-miR-182-5p","CCR9"
"41657","hsa-miR-182-5p","CCZ1B"
"41658","hsa-miR-182-5p","CD180"
"41659","hsa-miR-182-5p","CD1A"
"41660","hsa-miR-182-5p","CD1C"
"41662","hsa-miR-182-5p","CD2"
"41664","hsa-miR-182-5p","CD300LG"
"41665","hsa-miR-182-5p","CD3G"
"41666","hsa-miR-182-5p","CD46"
"41667","hsa-miR-182-5p","CD48"
"41669","hsa-miR-182-5p","CD59"
"41674","hsa-miR-182-5p","CDC37L1"
"41675","hsa-miR-182-5p","CDC40"
"41676","hsa-miR-182-5p","CDC42"
"41677","hsa-miR-182-5p","CDC42EP5"
"41678","hsa-miR-182-5p","CDC42SE2"
"41679","hsa-miR-182-5p","CDC7"
"41680","hsa-miR-182-5p","CDCA5"
"41681","hsa-miR-182-5p","CDCA7L"
"41682","hsa-miR-182-5p","CDH11"
"41683","hsa-miR-182-5p","CDH12"
"41684","hsa-miR-182-5p","CDH13"
"41685","hsa-miR-182-5p","CDH19"
"41686","hsa-miR-182-5p","CDH3"
"41688","hsa-miR-182-5p","CDH8"
"41691","hsa-miR-182-5p","CDIPT"
"41693","hsa-miR-182-5p","CDK19"
"41695","hsa-miR-182-5p","CDK4"
"41696","hsa-miR-182-5p","CDK5RAP3"
"41697","hsa-miR-182-5p","CDK7"
"41699","hsa-miR-182-5p","CDKN2AIP"
"41701","hsa-miR-182-5p","CDKN3"
"41702","hsa-miR-182-5p","CDR2"
"41706","hsa-miR-182-5p","CDX1"
"41709","hsa-miR-182-5p","CEBPG"
"41710","hsa-miR-182-5p","CEBPZ"
"41711","hsa-miR-182-5p","CELA3B"
"41714","hsa-miR-182-5p","CELSR2"
"41715","hsa-miR-182-5p","CEMIP2"
"41716","hsa-miR-182-5p","CENPC"
"41717","hsa-miR-182-5p","CENPE"
"41718","hsa-miR-182-5p","CENPF"
"41719","hsa-miR-182-5p","CENPL"
"41720","hsa-miR-182-5p","CENPN"
"41721","hsa-miR-182-5p","CENPU"
"41722","hsa-miR-182-5p","CENPV"
"41723","hsa-miR-182-5p","CEP126"
"41724","hsa-miR-182-5p","CEP162"
"41725","hsa-miR-182-5p","CEP192"
"41726","hsa-miR-182-5p","CEP290"
"41727","hsa-miR-182-5p","CEP295"
"41728","hsa-miR-182-5p","CEP350"
"41729","hsa-miR-182-5p","CEP55"
"41730","hsa-miR-182-5p","CEP57"
"41731","hsa-miR-182-5p","CEP63"
"41732","hsa-miR-182-5p","CEP68"
"41733","hsa-miR-182-5p","CEP70"
"41734","hsa-miR-182-5p","CEP76"
"41735","hsa-miR-182-5p","CEP85"
"41736","hsa-miR-182-5p","CEPT1"
"41737","hsa-miR-182-5p","CERCAM"
"41739","hsa-miR-182-5p","CERS5"
"41740","hsa-miR-182-5p","CERT1"
"41741","hsa-miR-182-5p","CES1"
"41742","hsa-miR-182-5p","CES3"
"41743","hsa-miR-182-5p","CETN1"
"41744","hsa-miR-182-5p","CETN3"
"41745","hsa-miR-182-5p","CFDP1"
"41746","hsa-miR-182-5p","CFI"
"41747","hsa-miR-182-5p","CFTR"
"41748","hsa-miR-182-5p","CHAC1"
"41749","hsa-miR-182-5p","CHCHD10"
"41750","hsa-miR-182-5p","CHCHD4"
"41751","hsa-miR-182-5p","CHCHD7"
"41752","hsa-miR-182-5p","CHD1"
"41753","hsa-miR-182-5p","CHD1L"
"41754","hsa-miR-182-5p","CHERP"
"41755","hsa-miR-182-5p","CHGB"
"41757","hsa-miR-182-5p","CHIT1"
"41758","hsa-miR-182-5p","CHMP2A"
"41761","hsa-miR-182-5p","CHP2"
"41763","hsa-miR-182-5p","CHRNA10"
"41764","hsa-miR-182-5p","CHRNA9"
"41766","hsa-miR-182-5p","CHST4"
"41767","hsa-miR-182-5p","CHURC1-FNTB"
"41768","hsa-miR-182-5p","CIB4"
"41769","hsa-miR-182-5p","CILP"
"41770","hsa-miR-182-5p","CIPC"
"41771","hsa-miR-182-5p","CIRBP"
"41772","hsa-miR-182-5p","CISD2"
"41775","hsa-miR-182-5p","CIZ1"
"41776","hsa-miR-182-5p","CKAP2"
"41777","hsa-miR-182-5p","CKB"
"41780","hsa-miR-182-5p","CLDN17"
"41781","hsa-miR-182-5p","CLDND1"
"41783","hsa-miR-182-5p","CLEC1A"
"41785","hsa-miR-182-5p","CLHC1"
"41788","hsa-miR-182-5p","CLK1"
"41789","hsa-miR-182-5p","CLK4"
"41790","hsa-miR-182-5p","CLMP"
"41791","hsa-miR-182-5p","CLNS1A"
"41792","hsa-miR-182-5p","CLTC"
"41793","hsa-miR-182-5p","CMAS"
"41794","hsa-miR-182-5p","CMTM4"
"41795","hsa-miR-182-5p","CMTR2"
"41799","hsa-miR-182-5p","CNNM4"
"41800","hsa-miR-182-5p","CNOT10"
"41801","hsa-miR-182-5p","CNOT11"
"41802","hsa-miR-182-5p","CNOT3"
"41803","hsa-miR-182-5p","CNOT4"
"41804","hsa-miR-182-5p","CNOT9"
"41805","hsa-miR-182-5p","CNR2"
"41807","hsa-miR-182-5p","CNTLN"
"41808","hsa-miR-182-5p","CNTN3"
"41809","hsa-miR-182-5p","CNTN6"
"41810","hsa-miR-182-5p","CNTRL"
"41811","hsa-miR-182-5p","COBLL1"
"41812","hsa-miR-182-5p","COCH"
"41814","hsa-miR-182-5p","COG8"
"41815","hsa-miR-182-5p","COIL"
"41817","hsa-miR-182-5p","COL12A1"
"41819","hsa-miR-182-5p","COL16A1"
"41820","hsa-miR-182-5p","COL1A2"
"41821","hsa-miR-182-5p","COL21A1"
"41822","hsa-miR-182-5p","COL5A3"
"41823","hsa-miR-182-5p","COL8A1"
"41824","hsa-miR-182-5p","COLEC12"
"41826","hsa-miR-182-5p","COMMD5"
"41827","hsa-miR-182-5p","COP1"
"41828","hsa-miR-182-5p","COPA"
"41829","hsa-miR-182-5p","COPG2"
"41830","hsa-miR-182-5p","COPRS"
"41831","hsa-miR-182-5p","COPS7A"
"41832","hsa-miR-182-5p","COPS7B"
"41833","hsa-miR-182-5p","COPS8"
"41834","hsa-miR-182-5p","COQ10A"
"41835","hsa-miR-182-5p","COQ6"
"41836","hsa-miR-182-5p","COQ9"
"41838","hsa-miR-182-5p","COX15"
"41839","hsa-miR-182-5p","COX4I1"
"41840","hsa-miR-182-5p","COX6A1"
"41841","hsa-miR-182-5p","CP"
"41842","hsa-miR-182-5p","CPD"
"41843","hsa-miR-182-5p","CPE"
"41845","hsa-miR-182-5p","CPSF2"
"41846","hsa-miR-182-5p","CPSF6"
"41847","hsa-miR-182-5p","CRABP2"
"41848","hsa-miR-182-5p","CRAMP1"
"41851","hsa-miR-182-5p","CREBBP"
"41852","hsa-miR-182-5p","CREBRF"
"41853","hsa-miR-182-5p","CREBZF"
"41856","hsa-miR-182-5p","CREM"
"41858","hsa-miR-182-5p","CRIP3"
"41859","hsa-miR-182-5p","CRIPT"
"41861","hsa-miR-182-5p","CRK"
"41863","hsa-miR-182-5p","CRMP1"
"41866","hsa-miR-182-5p","CRTC2"
"41867","hsa-miR-182-5p","CRTC3"
"41868","hsa-miR-182-5p","CRYAB"
"41869","hsa-miR-182-5p","CRYBG1"
"41871","hsa-miR-182-5p","CSAD"
"41873","hsa-miR-182-5p","CSK"
"41875","hsa-miR-182-5p","CSNK1A1"
"41878","hsa-miR-182-5p","CSNK2A1"
"41879","hsa-miR-182-5p","CSNK2A2"
"41880","hsa-miR-182-5p","CSNK2A3"
"41883","hsa-miR-182-5p","CSRP2"
"41884","hsa-miR-182-5p","CSTB"
"41885","hsa-miR-182-5p","CSTF2T"
"41886","hsa-miR-182-5p","CTAG2"
"41889","hsa-miR-182-5p","CTDNEP1"
"41891","hsa-miR-182-5p","CTNNA1"
"41892","hsa-miR-182-5p","CTNNB1"
"41893","hsa-miR-182-5p","CTNNBL1"
"41895","hsa-miR-182-5p","CTRB2"
"41897","hsa-miR-182-5p","CTSK"
"41899","hsa-miR-182-5p","CUL2"
"41900","hsa-miR-182-5p","CUL3"
"41901","hsa-miR-182-5p","CUL4B"
"41903","hsa-miR-182-5p","CUX1"
"41904","hsa-miR-182-5p","CWC22"
"41905","hsa-miR-182-5p","CWF19L2"
"41906","hsa-miR-182-5p","CXCL14"
"41907","hsa-miR-182-5p","CXCR4"
"41909","hsa-miR-182-5p","CXorf23"
"41911","hsa-miR-182-5p","CXorf65"
"41912","hsa-miR-182-5p","CYB5R4"
"41914","hsa-miR-182-5p","CYFIP2"
"41915","hsa-miR-182-5p","CYP1A1"
"41917","hsa-miR-182-5p","CYP24A1"
"41918","hsa-miR-182-5p","CYP26A1"
"41919","hsa-miR-182-5p","CYP2A6"
"41920","hsa-miR-182-5p","CYP2A7"
"41921","hsa-miR-182-5p","CYP2J2"
"41923","hsa-miR-182-5p","CYP3A43"
"41924","hsa-miR-182-5p","CYP46A1"
"41925","hsa-miR-182-5p","CYP4X1"
"41927","hsa-miR-182-5p","CYTL1"
"41928","hsa-miR-182-5p","DAB1"
"41931","hsa-miR-182-5p","DAND5"
"41932","hsa-miR-182-5p","DAP"
"41934","hsa-miR-182-5p","DAPL1"
"41935","hsa-miR-182-5p","DBF4"
"41937","hsa-miR-182-5p","DCAF10"
"41938","hsa-miR-182-5p","DCAF15"
"41939","hsa-miR-182-5p","DCAF16"
"41940","hsa-miR-182-5p","DCAF6"
"41941","hsa-miR-182-5p","DCAF7"
"41943","hsa-miR-182-5p","DCAKD"
"41944","hsa-miR-182-5p","DCLK1"
"41945","hsa-miR-182-5p","DCLRE1A"
"41946","hsa-miR-182-5p","DCLRE1C"
"41947","hsa-miR-182-5p","DCN"
"41948","hsa-miR-182-5p","DCP1A"
"41949","hsa-miR-182-5p","DCST2"
"41951","hsa-miR-182-5p","DCTN3"
"41952","hsa-miR-182-5p","DCTN5"
