"","mature_mirna_id","target_symbol"
"33922","hsa-miR-7-5p","MAP3K12"
"33923","hsa-miR-7-5p","MAP3K14"
"33924","hsa-miR-7-5p","MAP3K2"
"33925","hsa-miR-7-5p","MAP3K21"
"33926","hsa-miR-7-5p","MAP3K5"
"33928","hsa-miR-7-5p","MAP7D1"
"33929","hsa-miR-7-5p","MAP7D3"
"33930","hsa-miR-7-5p","MAP9"
"33931","hsa-miR-7-5p","MAPK6"
"33932","hsa-miR-7-5p","MAPK7"
"33933","hsa-miR-7-5p","MAPK9"
"33935","hsa-miR-7-5p","MARC2"
"33937","hsa-miR-7-5p","MARCHF5"
"33938","hsa-miR-7-5p","MARCHF9"
"33939","hsa-miR-7-5p","MARK3"
"33941","hsa-miR-7-5p","MARS2"
"33950","hsa-miR-7-5p","MAT2A"
"33951","hsa-miR-7-5p","MAT2B"
"33953","hsa-miR-7-5p","MAU2"
"33955","hsa-miR-7-5p","MBD6"
"33956","hsa-miR-7-5p","MBNL1"
"33959","hsa-miR-7-5p","MCAM"
"33961","hsa-miR-7-5p","MCF2L"
"33962","hsa-miR-7-5p","MCL1"
"33963","hsa-miR-7-5p","MCM3AP"
"33965","hsa-miR-7-5p","MCM9"
"33966","hsa-miR-7-5p","MCRIP2"
"33967","hsa-miR-7-5p","MDGA1"
"33968","hsa-miR-7-5p","MDH1"
"33969","hsa-miR-7-5p","MDM2"
"33970","hsa-miR-7-5p","ME1"
"33971","hsa-miR-7-5p","MEA1"
"33972","hsa-miR-7-5p","MED13"
"33973","hsa-miR-7-5p","MED17"
"33974","hsa-miR-7-5p","MED25"
"33975","hsa-miR-7-5p","MED29"
"33976","hsa-miR-7-5p","MED8"
"33977","hsa-miR-7-5p","MEF2A"
"33978","hsa-miR-7-5p","MEF2D"
"33980","hsa-miR-7-5p","MELK"
"33982","hsa-miR-7-5p","MESD"
"33984","hsa-miR-7-5p","MEST"
"33985","hsa-miR-7-5p","METRNL"
"33987","hsa-miR-7-5p","METTL21C"
"33988","hsa-miR-7-5p","METTL4"
"33992","hsa-miR-7-5p","MFAP3"
"33993","hsa-miR-7-5p","MFHAS1"
"33994","hsa-miR-7-5p","MFSD13A"
"33995","hsa-miR-7-5p","MFSD14C"
"33996","hsa-miR-7-5p","MFSD3"
"33997","hsa-miR-7-5p","MGAT2"
"33998","hsa-miR-7-5p","MGAT4B"
"33999","hsa-miR-7-5p","MGME1"
"34001","hsa-miR-7-5p","MICB"
"34002","hsa-miR-7-5p","MIDN"
"34003","hsa-miR-7-5p","MIEF1"
"34004","hsa-miR-7-5p","MINDY3"
"34007","hsa-miR-7-5p","MIR99AHG"
"34008","hsa-miR-7-5p","MIRLET7BHG"
"34009","hsa-miR-7-5p","MISP"
"34011","hsa-miR-7-5p","MKX"
"34012","hsa-miR-7-5p","MLEC"
"34013","hsa-miR-7-5p","MLF2"
"34014","hsa-miR-7-5p","MLH1"
"34016","hsa-miR-7-5p","MLLT11"
"34017","hsa-miR-7-5p","MLLT3"
"34019","hsa-miR-7-5p","MLLT6"
"34020","hsa-miR-7-5p","MLST8"
"34023","hsa-miR-7-5p","MMP3"
"34024","hsa-miR-7-5p","MMP9"
"34025","hsa-miR-7-5p","MMRN2"
"34028","hsa-miR-7-5p","MN1"
"34030","hsa-miR-7-5p","MOB1A"
"34033","hsa-miR-7-5p","MOB3B"
"34035","hsa-miR-7-5p","MOCS3"
"34037","hsa-miR-7-5p","MORC4"
"34039","hsa-miR-7-5p","MORN2"
"34040","hsa-miR-7-5p","MORN4"
"34041","hsa-miR-7-5p","MOSMO"
"34042","hsa-miR-7-5p","MOSPD2"
"34043","hsa-miR-7-5p","MPI"
"34044","hsa-miR-7-5p","MPLKIP"
"34045","hsa-miR-7-5p","MPP2"
"34046","hsa-miR-7-5p","MPP5"
"34047","hsa-miR-7-5p","MRAS"
"34049","hsa-miR-7-5p","MREG"
"34050","hsa-miR-7-5p","MRPL15"
"34051","hsa-miR-7-5p","MRPL20"
"34052","hsa-miR-7-5p","MRPL27"
"34053","hsa-miR-7-5p","MRPL37"
"34054","hsa-miR-7-5p","MRPS10"
"34055","hsa-miR-7-5p","MRPS2"
"34056","hsa-miR-7-5p","MRPS21"
"34057","hsa-miR-7-5p","MRPS30"
"34058","hsa-miR-7-5p","MRPS35"
"34059","hsa-miR-7-5p","MRTO4"
"34061","hsa-miR-7-5p","MSANTD2"
"34062","hsa-miR-7-5p","MSH6"
"34063","hsa-miR-7-5p","MT-ATP6"
"34064","hsa-miR-7-5p","MT-ND5"
"34065","hsa-miR-7-5p","MTA2"
"34066","hsa-miR-7-5p","MTCH2"
"34067","hsa-miR-7-5p","MTF1"
"34068","hsa-miR-7-5p","MTF2"
"34069","hsa-miR-7-5p","MTHFD2"
"34070","hsa-miR-7-5p","MTL5"
"34071","hsa-miR-7-5p","MTMR1"
"34075","hsa-miR-7-5p","MTRR"
"34076","hsa-miR-7-5p","MTSS1"
"34077","hsa-miR-7-5p","MTURN"
"34080","hsa-miR-7-5p","MVK"
"34081","hsa-miR-7-5p","MXD3"
"34083","hsa-miR-7-5p","MYC"
"34085","hsa-miR-7-5p","MYH15"
"34086","hsa-miR-7-5p","MYH9"
"34087","hsa-miR-7-5p","MYL12B"
"34088","hsa-miR-7-5p","MYLK"
"34091","hsa-miR-7-5p","MYO19"
"34092","hsa-miR-7-5p","MYO1C"
"34093","hsa-miR-7-5p","MYO5C"
"34095","hsa-miR-7-5p","MYPN"
"34096","hsa-miR-7-5p","MYSM1"
"34098","hsa-miR-7-5p","MZT1"
"34099","hsa-miR-7-5p","N4BP1"
"34100","hsa-miR-7-5p","NAA40"
"34101","hsa-miR-7-5p","NAA60"
"34103","hsa-miR-7-5p","NABP2"
"34104","hsa-miR-7-5p","NAF1"
"34106","hsa-miR-7-5p","NAMPT"
"34107","hsa-miR-7-5p","NANS"
"34108","hsa-miR-7-5p","NAP1L5"
"34109","hsa-miR-7-5p","NAPA"
"34110","hsa-miR-7-5p","NARF"
"34111","hsa-miR-7-5p","NARS2"
"34112","hsa-miR-7-5p","NAT10"
"34113","hsa-miR-7-5p","NAV1"
"34115","hsa-miR-7-5p","NBEAL2"
"34117","hsa-miR-7-5p","NBN"
"34121","hsa-miR-7-5p","NCKAP1"
"34122","hsa-miR-7-5p","NCKAP1L"
"34123","hsa-miR-7-5p","NCL"
"34124","hsa-miR-7-5p","NCOA3"
"34126","hsa-miR-7-5p","NCR3LG1"
"34127","hsa-miR-7-5p","NDNF"
"34128","hsa-miR-7-5p","NDRG1"
"34129","hsa-miR-7-5p","NDRG4"
"34130","hsa-miR-7-5p","NDUFA6"
"34131","hsa-miR-7-5p","NDUFAF4"
"34132","hsa-miR-7-5p","NDUFAF6"
"34134","hsa-miR-7-5p","NDUFC2"
"34135","hsa-miR-7-5p","NDUFS1"
"34138","hsa-miR-7-5p","NECTIN1"
"34139","hsa-miR-7-5p","NECTIN2"
"34140","hsa-miR-7-5p","NECTIN3"
"34141","hsa-miR-7-5p","NEDD8"
"34142","hsa-miR-7-5p","NEFL"
"34143","hsa-miR-7-5p","NEGR1"
"34144","hsa-miR-7-5p","NEK11"
"34145","hsa-miR-7-5p","NEK2"
"34146","hsa-miR-7-5p","NEK3"
"34147","hsa-miR-7-5p","NEK7"
"34148","hsa-miR-7-5p","NEK9"
"34149","hsa-miR-7-5p","NET1"
"34150","hsa-miR-7-5p","NEURL1B"
"34154","hsa-miR-7-5p","NFATC3"
"34156","hsa-miR-7-5p","NFIL3"
"34158","hsa-miR-7-5p","NFS1"
"34159","hsa-miR-7-5p","NFU1"
"34160","hsa-miR-7-5p","NFX1"
"34161","hsa-miR-7-5p","NFXL1"
"34163","hsa-miR-7-5p","NHLRC2"
"34165","hsa-miR-7-5p","NHS"
"34166","hsa-miR-7-5p","NID2"
"34167","hsa-miR-7-5p","NIF3L1"
"34168","hsa-miR-7-5p","NIN"
"34169","hsa-miR-7-5p","NIPAL4"
"34170","hsa-miR-7-5p","NIPSNAP2"
"34171","hsa-miR-7-5p","NIPSNAP3A"
"34173","hsa-miR-7-5p","NKIRAS2"
"34174","hsa-miR-7-5p","NKPD1"
"34178","hsa-miR-7-5p","NME1-NME2"
"34179","hsa-miR-7-5p","NME4"
"34180","hsa-miR-7-5p","NME6"
"34181","hsa-miR-7-5p","NME7"
"34182","hsa-miR-7-5p","NMNAT2"
"34184","hsa-miR-7-5p","NMT2"
"34185","hsa-miR-7-5p","NMUR1"
"34186","hsa-miR-7-5p","NOB1"
"34187","hsa-miR-7-5p","NOC3L"
"34188","hsa-miR-7-5p","NOG"
"34189","hsa-miR-7-5p","NOL6"
"34190","hsa-miR-7-5p","NOMO2"
"34193","hsa-miR-7-5p","NOTCH1"
"34194","hsa-miR-7-5p","NOX4"
"34195","hsa-miR-7-5p","NOXA1"
"34198","hsa-miR-7-5p","NPBWR1"
"34199","hsa-miR-7-5p","NPC2"
"34204","hsa-miR-7-5p","NPIPB5"
"34205","hsa-miR-7-5p","NPLOC4"
"34208","hsa-miR-7-5p","NPPB"
"34210","hsa-miR-7-5p","NPR3"
"34211","hsa-miR-7-5p","NPTN"
"34212","hsa-miR-7-5p","NPW"
"34213","hsa-miR-7-5p","NPY1R"
"34215","hsa-miR-7-5p","NR1D2"
"34217","hsa-miR-7-5p","NR2E1"
"34221","hsa-miR-7-5p","NRDC"
"34223","hsa-miR-7-5p","NRIP1"
"34225","hsa-miR-7-5p","NRSN2"
"34226","hsa-miR-7-5p","NSD2"
"34227","hsa-miR-7-5p","NTN4"
"34228","hsa-miR-7-5p","NUBP1"
"34229","hsa-miR-7-5p","NUBPL"
"34230","hsa-miR-7-5p","NUDCD1"
"34231","hsa-miR-7-5p","NUDT15"
"34232","hsa-miR-7-5p","NUDT2"
"34233","hsa-miR-7-5p","NUDT21"
"34234","hsa-miR-7-5p","NUDT22"
"34235","hsa-miR-7-5p","NUDT3"
"34236","hsa-miR-7-5p","NUDT6"
"34239","hsa-miR-7-5p","NUMB"
"34240","hsa-miR-7-5p","NUP153"
"34241","hsa-miR-7-5p","NUP155"
"34243","hsa-miR-7-5p","NUP205"
"34244","hsa-miR-7-5p","NUP35"
"34245","hsa-miR-7-5p","NUP58"
"34247","hsa-miR-7-5p","NUP93"
"34248","hsa-miR-7-5p","NUPL1"
"34249","hsa-miR-7-5p","NUPR1"
"34250","hsa-miR-7-5p","NUTM1"
"34251","hsa-miR-7-5p","NWD2"
"34252","hsa-miR-7-5p","NXPE3"
"34255","hsa-miR-7-5p","OAZ1"
"34256","hsa-miR-7-5p","OAZ2"
"34257","hsa-miR-7-5p","OFD1"
"34258","hsa-miR-7-5p","OGA"
"34259","hsa-miR-7-5p","OGDH"
"34261","hsa-miR-7-5p","OLFML2A"
"34262","hsa-miR-7-5p","OLFML3"
"34263","hsa-miR-7-5p","OPA3"
"34264","hsa-miR-7-5p","OPALIN"
"34266","hsa-miR-7-5p","OR2B2"
"34269","hsa-miR-7-5p","ORAI1"
"34270","hsa-miR-7-5p","ORAI2"
"34271","hsa-miR-7-5p","ORC2"
"34272","hsa-miR-7-5p","OSBP"
"34274","hsa-miR-7-5p","OSBPL1A"
"34276","hsa-miR-7-5p","OSCAR"
"34277","hsa-miR-7-5p","OSTC"
"34278","hsa-miR-7-5p","OSTM1"
"34279","hsa-miR-7-5p","OTUD3"
"34280","hsa-miR-7-5p","OTUD4"
"34281","hsa-miR-7-5p","OTUD6B"
"34282","hsa-miR-7-5p","OXA1L"
"34283","hsa-miR-7-5p","OXSM"
"34284","hsa-miR-7-5p","OXSR1"
"34285","hsa-miR-7-5p","P2RX5"
"34287","hsa-miR-7-5p","P2RY12"
"34288","hsa-miR-7-5p","P2RY14"
"34289","hsa-miR-7-5p","P4HA2"
"34290","hsa-miR-7-5p","P4HB"
"34294","hsa-miR-7-5p","PAFAH1B1"
"34295","hsa-miR-7-5p","PAGE1"
"34297","hsa-miR-7-5p","PAIP1"
"34298","hsa-miR-7-5p","PAIP2"
"34299","hsa-miR-7-5p","PAK3"
"34300","hsa-miR-7-5p","PAK4"
"34303","hsa-miR-7-5p","PANK4"
"34305","hsa-miR-7-5p","PAPPA2"
"34306","hsa-miR-7-5p","PAQR4"
"34307","hsa-miR-7-5p","PAQR6"
"34308","hsa-miR-7-5p","PARK7"
"34309","hsa-miR-7-5p","PARP14"
"34310","hsa-miR-7-5p","PARP6"
"34314","hsa-miR-7-5p","PAX9"
"34316","hsa-miR-7-5p","PBDC1"
"34317","hsa-miR-7-5p","PBK"
"34319","hsa-miR-7-5p","PBRM1"
"34324","hsa-miR-7-5p","PCDH9"
"34325","hsa-miR-7-5p","PCDHA9"
"34326","hsa-miR-7-5p","PCDHB14"
"34351","hsa-miR-7-5p","PCGF1"
"34352","hsa-miR-7-5p","PCK2"
"34354","hsa-miR-7-5p","PCNX1"
"34355","hsa-miR-7-5p","PCNX3"
"34356","hsa-miR-7-5p","PCOLCE"
"34357","hsa-miR-7-5p","PCOLCE2"
"34362","hsa-miR-7-5p","PCYOX1L"
"34364","hsa-miR-7-5p","PDC"
"34365","hsa-miR-7-5p","PDCD1LG2"
"34367","hsa-miR-7-5p","PDE10A"
"34369","hsa-miR-7-5p","PDE2A"
"34370","hsa-miR-7-5p","PDE4DIP"
"34373","hsa-miR-7-5p","PDIK1L"
"34374","hsa-miR-7-5p","PDK1"
"34375","hsa-miR-7-5p","PDP1"
"34376","hsa-miR-7-5p","PDP2"
"34378","hsa-miR-7-5p","PDZD8"
"34379","hsa-miR-7-5p","PEAK1"
"34380","hsa-miR-7-5p","PEG10"
"34381","hsa-miR-7-5p","PEG3"
"34383","hsa-miR-7-5p","PER2"
"34384","hsa-miR-7-5p","PES1"
"34385","hsa-miR-7-5p","PEX11B"
"34386","hsa-miR-7-5p","PEX19"
"34388","hsa-miR-7-5p","PFDN1"
"34389","hsa-miR-7-5p","PFDN5"
"34391","hsa-miR-7-5p","PGAP2"
"34392","hsa-miR-7-5p","PGAP4"
"34393","hsa-miR-7-5p","PGAP6"
"34394","hsa-miR-7-5p","PGBD1"
"34397","hsa-miR-7-5p","PGRMC1"
"34398","hsa-miR-7-5p","PGRMC2"
"34399","hsa-miR-7-5p","PHB"
"34400","hsa-miR-7-5p","PHC3"
"34401","hsa-miR-7-5p","PHF1"
"34402","hsa-miR-7-5p","PHF10"
"34403","hsa-miR-7-5p","PHF12"
"34405","hsa-miR-7-5p","PHF3"
"34406","hsa-miR-7-5p","PHGDH"
"34407","hsa-miR-7-5p","PHKB"
"34408","hsa-miR-7-5p","PHLDA3"
"34409","hsa-miR-7-5p","PHLPP2"
"34410","hsa-miR-7-5p","PHTF1"
"34411","hsa-miR-7-5p","PI4KA"
"34412","hsa-miR-7-5p","PI4KB"
"34414","hsa-miR-7-5p","PICK1"
"34416","hsa-miR-7-5p","PIGM"
"34417","hsa-miR-7-5p","PIGP"
"34418","hsa-miR-7-5p","PIGQ"
"34419","hsa-miR-7-5p","PIH1D2"
"34420","hsa-miR-7-5p","PIK3C2B"
"34421","hsa-miR-7-5p","PIK3R1"
"34422","hsa-miR-7-5p","PIM3"
"34423","hsa-miR-7-5p","PIN4"
"34424","hsa-miR-7-5p","PINK1"
"34425","hsa-miR-7-5p","PIP4K2B"
"34426","hsa-miR-7-5p","PIP4P1"
"34427","hsa-miR-7-5p","PIP4P2"
"34428","hsa-miR-7-5p","PIP5K1C"
"34429","hsa-miR-7-5p","PIR"
"34430","hsa-miR-7-5p","PITHD1"
"34431","hsa-miR-7-5p","PITPNM2"
"34432","hsa-miR-7-5p","PJA1"
"34433","hsa-miR-7-5p","PJA2"
"34434","hsa-miR-7-5p","PJVK"
"34435","hsa-miR-7-5p","PKIA"
"34437","hsa-miR-7-5p","PKIG"
"34438","hsa-miR-7-5p","PKMYT1"
"34440","hsa-miR-7-5p","PLA2G12A"
"34442","hsa-miR-7-5p","PLA2G2E"
"34443","hsa-miR-7-5p","PLA2G4A"
"34444","hsa-miR-7-5p","PLAAT3"
"34445","hsa-miR-7-5p","PLAT"
"34446","hsa-miR-7-5p","PLAU"
"34448","hsa-miR-7-5p","PLBD2"
"34450","hsa-miR-7-5p","PLCD3"
"34451","hsa-miR-7-5p","PLCG2"
"34453","hsa-miR-7-5p","PLCL1"
"34454","hsa-miR-7-5p","PLCL2"
"34455","hsa-miR-7-5p","PLCZ1"
"34456","hsa-miR-7-5p","PLD1"
"34457","hsa-miR-7-5p","PLEKHM2"
"34458","hsa-miR-7-5p","PLEKHO1"
"34461","hsa-miR-7-5p","PLK1"
"34463","hsa-miR-7-5p","PLOD2"
"34464","hsa-miR-7-5p","PLPBP"
"34465","hsa-miR-7-5p","PLPPR3"
"34466","hsa-miR-7-5p","PLPPR4"
"34467","hsa-miR-7-5p","PLS1"
"34468","hsa-miR-7-5p","PLS3"
"34469","hsa-miR-7-5p","PLSCR4"
"34470","hsa-miR-7-5p","PLXDC2"
"34471","hsa-miR-7-5p","PLXNA2"
"34472","hsa-miR-7-5p","PMAIP1"
"34474","hsa-miR-7-5p","PMM1"
"34475","hsa-miR-7-5p","PMM2"
"34478","hsa-miR-7-5p","PNMA1"
"34479","hsa-miR-7-5p","PNN"
"34480","hsa-miR-7-5p","PNPLA3"
"34481","hsa-miR-7-5p","PNPLA7"
"34482","hsa-miR-7-5p","PNPLA8"
"34483","hsa-miR-7-5p","PNPT1"
"34484","hsa-miR-7-5p","PNRC1"
"34485","hsa-miR-7-5p","POC5"
"34486","hsa-miR-7-5p","POGLUT3"
"34487","hsa-miR-7-5p","POLA1"
"34488","hsa-miR-7-5p","POLD2"
"34489","hsa-miR-7-5p","POLD3"
"34490","hsa-miR-7-5p","POLDIP3"
"34492","hsa-miR-7-5p","POLG"
"34495","hsa-miR-7-5p","POLR2H"
"34496","hsa-miR-7-5p","POLR2K"
"34497","hsa-miR-7-5p","POLR3C"
"34498","hsa-miR-7-5p","POLR3D"
"34499","hsa-miR-7-5p","POMP"
"34501","hsa-miR-7-5p","POMZP3"
"34502","hsa-miR-7-5p","PON2"
"34504","hsa-miR-7-5p","POTED"
"34506","hsa-miR-7-5p","POU4F3"
"34508","hsa-miR-7-5p","PPA1"
"34509","hsa-miR-7-5p","PPARA"
"34510","hsa-miR-7-5p","PPARG"
"34514","hsa-miR-7-5p","PPIG"
"34516","hsa-miR-7-5p","PPIP5K2"
"34517","hsa-miR-7-5p","PPM1B"
"34518","hsa-miR-7-5p","PPM1E"
"34519","hsa-miR-7-5p","PPM1K"
"34520","hsa-miR-7-5p","PPM1M"
"34521","hsa-miR-7-5p","PPME1"
"34522","hsa-miR-7-5p","PPP1CB"
"34523","hsa-miR-7-5p","PPP1R12A"
"34524","hsa-miR-7-5p","PPP1R12C"
"34525","hsa-miR-7-5p","PPP1R14A"
"34526","hsa-miR-7-5p","PPP1R15B"
"34527","hsa-miR-7-5p","PPP1R16A"
"34529","hsa-miR-7-5p","PPP1R9B"
"34530","hsa-miR-7-5p","PPP2CA"
"34531","hsa-miR-7-5p","PPP2R2A"
"34533","hsa-miR-7-5p","PPP4R3B"
"34534","hsa-miR-7-5p","PPP6R2"
"34536","hsa-miR-7-5p","PQBP1"
"34539","hsa-miR-7-5p","PRB3"
"34541","hsa-miR-7-5p","PRDM2"
"34543","hsa-miR-7-5p","PRDX1"
"34544","hsa-miR-7-5p","PREPL"
"34546","hsa-miR-7-5p","PRICKLE1"
"34548","hsa-miR-7-5p","PRKAB1"
"34549","hsa-miR-7-5p","PRKAG1"
"34550","hsa-miR-7-5p","PRKAR1A"
"34551","hsa-miR-7-5p","PRKAR2A"
"34552","hsa-miR-7-5p","PRKAR2B"
"34553","hsa-miR-7-5p","PRKCA"
"34554","hsa-miR-7-5p","PRKCE"
"34556","hsa-miR-7-5p","PRKX"
"34557","hsa-miR-7-5p","PRLR"
"34558","hsa-miR-7-5p","PROM1"
"34559","hsa-miR-7-5p","PROSER1"
"34560","hsa-miR-7-5p","PROSER2"
"34561","hsa-miR-7-5p","PROSER3"
"34564","hsa-miR-7-5p","PRPF8"
"34565","hsa-miR-7-5p","PRR14L"
"34566","hsa-miR-7-5p","PRR3"
"34567","hsa-miR-7-5p","PRRC2B"
"34568","hsa-miR-7-5p","PRRG1"
"34569","hsa-miR-7-5p","PRRT3"
"34572","hsa-miR-7-5p","PRTG"
"34573","hsa-miR-7-5p","PRXL2A"
"34574","hsa-miR-7-5p","PRXL2B"
"34575","hsa-miR-7-5p","PSAT1"
"34576","hsa-miR-7-5p","PSD3"
"34578","hsa-miR-7-5p","PSG1"
"34579","hsa-miR-7-5p","PSG4"
"34580","hsa-miR-7-5p","PSG7"
"34581","hsa-miR-7-5p","PSKH1"
"34582","hsa-miR-7-5p","PSKH2"
"34584","hsa-miR-7-5p","PSMA4"
"34587","hsa-miR-7-5p","PSMB7"
"34588","hsa-miR-7-5p","PSMB8"
"34589","hsa-miR-7-5p","PSMB9"
"34590","hsa-miR-7-5p","PSMD10"
"34591","hsa-miR-7-5p","PSMD12"
"34592","hsa-miR-7-5p","PSMD6"
"34593","hsa-miR-7-5p","PSMD7"
"34595","hsa-miR-7-5p","PSME1"
"34598","hsa-miR-7-5p","PSRC1"
"34599","hsa-miR-7-5p","PTBP1"
"34600","hsa-miR-7-5p","PTBP3"
"34603","hsa-miR-7-5p","PTK7"
"34604","hsa-miR-7-5p","PTPA"
"34607","hsa-miR-7-5p","PTPN1"
"34608","hsa-miR-7-5p","PTPN11"
"34609","hsa-miR-7-5p","PTPN14"
"34610","hsa-miR-7-5p","PTPN4"
"34611","hsa-miR-7-5p","PTPRN2"
"34614","hsa-miR-7-5p","PTPRZ1"
"34615","hsa-miR-7-5p","PTTG1IP"
"34616","hsa-miR-7-5p","PTX3"
"34618","hsa-miR-7-5p","PUS1"
"34619","hsa-miR-7-5p","PUS10"
"34621","hsa-miR-7-5p","PXN"
"34622","hsa-miR-7-5p","PYCR1"
"34623","hsa-miR-7-5p","PYURF"
"34631","hsa-miR-7-5p","QPCT"
"34632","hsa-miR-7-5p","QPCTL"
"34636","hsa-miR-7-5p","RAB11FIP1"
"34637","hsa-miR-7-5p","RAB17"
"34638","hsa-miR-7-5p","RAB22A"
"34639","hsa-miR-7-5p","RAB27A"
"34641","hsa-miR-7-5p","RAB2B"
"34642","hsa-miR-7-5p","RAB32"
"34643","hsa-miR-7-5p","RAB36"
"34644","hsa-miR-7-5p","RAB3A"
"34645","hsa-miR-7-5p","RAB41"
"34647","hsa-miR-7-5p","RAB4B"
"34648","hsa-miR-7-5p","RAB5A"
"34650","hsa-miR-7-5p","RAB6B"
"34651","hsa-miR-7-5p","RAB8B"
"34652","hsa-miR-7-5p","RAB9B"
"34653","hsa-miR-7-5p","RABEP2"
"34654","hsa-miR-7-5p","RABGAP1L"
"34655","hsa-miR-7-5p","RABGGTB"
"34656","hsa-miR-7-5p","RABL6"
"34657","hsa-miR-7-5p","RACGAP1"
"34658","hsa-miR-7-5p","RACK1"
"34661","hsa-miR-7-5p","RAD21"
"34662","hsa-miR-7-5p","RAD23B"
"34663","hsa-miR-7-5p","RAD9B"
"34667","hsa-miR-7-5p","RANBP10"
"34668","hsa-miR-7-5p","RANBP6"
"34669","hsa-miR-7-5p","RANBP9"
"34670","hsa-miR-7-5p","RANGRF"
"34671","hsa-miR-7-5p","RAP1A"
"34674","hsa-miR-7-5p","RAPGEFL1"
"34676","hsa-miR-7-5p","RARS1"
"34678","hsa-miR-7-5p","RASD1"
"34680","hsa-miR-7-5p","RASGRF1"
"34681","hsa-miR-7-5p","RASL10B"
"34682","hsa-miR-7-5p","RASSF3"
"34684","hsa-miR-7-5p","RBBP6"
"34685","hsa-miR-7-5p","RBBP9"
"34686","hsa-miR-7-5p","RBM14-RBM4"
"34687","hsa-miR-7-5p","RBM14"
"34688","hsa-miR-7-5p","RBM25"
"34689","hsa-miR-7-5p","RBM26"
"34690","hsa-miR-7-5p","RBM27"
"34691","hsa-miR-7-5p","RBM28"
"34695","hsa-miR-7-5p","RBM48"
"34696","hsa-miR-7-5p","RBM4B"
"34700","hsa-miR-7-5p","RCAN2"
"34702","hsa-miR-7-5p","RCN1"
"34704","hsa-miR-7-5p","RCN2"
"34705","hsa-miR-7-5p","RCOR1"
"34706","hsa-miR-7-5p","RDH11"
"34707","hsa-miR-7-5p","RDM1"
"34708","hsa-miR-7-5p","RDX"
"34709","hsa-miR-7-5p","RECQL"
"34710","hsa-miR-7-5p","REEP3"
"34711","hsa-miR-7-5p","RELL2"
"34713","hsa-miR-7-5p","REPIN1"
"34715","hsa-miR-7-5p","RERE"
"34716","hsa-miR-7-5p","RESF1"
"34717","hsa-miR-7-5p","RETREG3"
"34720","hsa-miR-7-5p","REXO5"
"34721","hsa-miR-7-5p","RFC5"
"34723","hsa-miR-7-5p","RFNG"
"34724","hsa-miR-7-5p","RFWD3"
"34726","hsa-miR-7-5p","RFXAP"
"34727","hsa-miR-7-5p","RGCC"
"34728","hsa-miR-7-5p","RGL1"
"34729","hsa-miR-7-5p","RGMB"
"34730","hsa-miR-7-5p","RGS17"
"34731","hsa-miR-7-5p","RGS4"
"34733","hsa-miR-7-5p","RGS9BP"
"34736","hsa-miR-7-5p","RHOC"
"34737","hsa-miR-7-5p","RHOF"
"34738","hsa-miR-7-5p","RHOG"
"34739","hsa-miR-7-5p","RHOQ"
"34741","hsa-miR-7-5p","RHOXF2B"
"34742","hsa-miR-7-5p","RHPN2"
"34744","hsa-miR-7-5p","RIBC2"
"34746","hsa-miR-7-5p","RIF1"
"34749","hsa-miR-7-5p","RING1"
"34750","hsa-miR-7-5p","RIT1"
"34751","hsa-miR-7-5p","RMDN3"
"34753","hsa-miR-7-5p","RNF10"
"34754","hsa-miR-7-5p","RNF11"
"34755","hsa-miR-7-5p","RNF122"
"34756","hsa-miR-7-5p","RNF123"
"34757","hsa-miR-7-5p","RNF125"
"34758","hsa-miR-7-5p","RNF149"
"34759","hsa-miR-7-5p","RNF152"
"34760","hsa-miR-7-5p","RNF165"
"34762","hsa-miR-7-5p","RNF181"
"34764","hsa-miR-7-5p","RNF183"
"34766","hsa-miR-7-5p","RNF24"
"34768","hsa-miR-7-5p","RNF4"
"34769","hsa-miR-7-5p","RNF40"
"34770","hsa-miR-7-5p","RO60"
"34772","hsa-miR-7-5p","ROPN1L"
"34773","hsa-miR-7-5p","RORA"
"34776","hsa-miR-7-5p","RPA1"
"34777","hsa-miR-7-5p","RPAP1"
"34778","hsa-miR-7-5p","RPGR"
"34781","hsa-miR-7-5p","RPL10"
"34782","hsa-miR-7-5p","RPL11"
"34783","hsa-miR-7-5p","RPL22"
"34787","hsa-miR-7-5p","RPL35A"
"34788","hsa-miR-7-5p","RPL37"
"34791","hsa-miR-7-5p","RPLP0"
"34792","hsa-miR-7-5p","RPN2"
"34793","hsa-miR-7-5p","RPP25"
"34794","hsa-miR-7-5p","RPP25L"
"34797","hsa-miR-7-5p","RPS15A"
"34798","hsa-miR-7-5p","RPS18"
"34799","hsa-miR-7-5p","RPS29"
"34800","hsa-miR-7-5p","RPS3A"
"34801","hsa-miR-7-5p","RPS4Y1"
"34802","hsa-miR-7-5p","RPS6KA1"
"34804","hsa-miR-7-5p","RPS9"
"34805","hsa-miR-7-5p","RRM2"
"34806","hsa-miR-7-5p","RRP1B"
"34807","hsa-miR-7-5p","RRP7A"
"34808","hsa-miR-7-5p","RRP8"
"34809","hsa-miR-7-5p","RSAD1"
"34810","hsa-miR-7-5p","RSF1"
"34811","hsa-miR-7-5p","RSL24D1"
"34812","hsa-miR-7-5p","RSPH1"
"34813","hsa-miR-7-5p","RTCA"
"34815","hsa-miR-7-5p","RTL8A"
"34816","hsa-miR-7-5p","RTN4"
"34817","hsa-miR-7-5p","RTN4RL2"
"34818","hsa-miR-7-5p","RUNDC3B"
